ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
5989576,2010,4960,社区服务,湖南,农民专业合作社,企业法人,0.77
5983231,2003,8620,工业,湖南,有限责任公司,自然人,0.62
5979751,2011,8790,交通运输业,江西,合伙企业,自然人,0.89
5991212,2009,1650,服务业,湖北,农民专业合作社,企业法人,1
5994169,2014,310,零售业,山东,股份有限公司,企业法人,0.8
5997346,2007,6980,交通运输业,山东,股份有限公司,企业法人,0.65
5979478,2004,6190,交通运输业,广西,股份有限公司,自然人,0.95
5999098,2003,1060,交通运输业,福建,农民专业合作社,企业法人,0.79
5990845,2011,8080,交通运输业,山东,有限责任公司,企业法人,0.67
5986298,2000,5470,交通运输业,广东,集体所有制企业,企业法人,1
5998834,2004,730,工业,福建,有限责任公司,企业法人,0.53
5978409,2012,5140,交通运输业,湖南,农民专业合作社,企业法人,0.8
5982416,2009,4280,工业,江西,有限责任公司,企业法人,0.97
5987172,2004,9090,商业服务业,山东,有限责任公司,企业法人,0.56
5993620,2002,9210,工业,山东,有限责任公司,自然人,NA
5986487,2000,8120,商业服务业,NA,集体所有制企业,企业法人,0.86
5998194,2001,3950,服务业,广西,农民专业合作社,企业法人,0.74
5992745,2001,3140,交通运输业,山东,农民专业合作社,自然人,0.96
5999762,2002,9770,零售业,广东,合伙企业,企业法人,0.65
5989838,2006,7430,工业,湖南,农民专业合作社,自然人,0.66
5997674,2011,5710,社区服务,广东,有限责任公司,企业法人,0.55
5998481,2008,7160,社区服务,湖南,股份有限公司,自然人,0.8
5985788,2005,2270,服务业,广东,合伙企业,自然人,0.65
5991282,2011,1800,社区服务,广西,有限责任公司,自然人,0.98
5990016,2011,9020,工业,山东,NA,自然人,0.75
5997622,NA,4000,社区服务,湖南,有限责任公司,自然人,0.98
5985992,2008,1210,零售业,福建,集体所有制企业,企业法人,0.71
5978063,2005,4430,零售业,广东,农民专业合作社,自然人,0.57
5990040,2003,4870,社区服务,福建,股份有限公司,自然人,0.54
5982768,2009,4840,服务业,江西,农民专业合作社,企业法人,0.53
5984518,2009,6880,社区服务,广东,股份有限公司,自然人,0.69
5999927,2011,5990,工业,湖南,农民专业合作社,企业法人,0.59
5978285,2000,7950,工业,湖南,有限责任公司,自然人,0.83
5991023,2002,4710,交通运输业,广西,合伙企业,自然人,0.57
5990781,2007,6350,服务业,江西,集体所有制企业,企业法人,0.79
5999062,2002,6050,社区服务,湖南,集体所有制企业,自然人,0.57
5998989,2008,4630,工业,江西,合伙企业,自然人,0.68
5995319,2012,1620,商业服务业,广西,股份有限公司,企业法人,0.94
5998624,2009,6270,交通运输业,广西,农民专业合作社,企业法人,0.98
5985525,2012,8000,服务业,福建,有限责任公司,企业法人,0.6
5984509,2006,9770,工业,江西,股份有限公司,自然人,0.69
5991562,2011,580,零售业,湖北,有限责任公司,企业法人,0.79
5997483,2004,8580,社区服务,湖南,合伙企业,自然人,0.77
5984362,2009,5260,商业服务业,山东,农民专业合作社,自然人,0.7
5980751,2003,8760,服务业,山东,有限责任公司,企业法人,0.54
5997594,2007,3380,商业服务业,广西,农民专业合作社,自然人,0.72
5978281,2000,2290,NA,江西,有限责任公司,企业法人,0.72
5985420,2006,6560,服务业,广东,合伙企业,企业法人,0.73
5985985,2013,6960,社区服务,广西,股份有限公司,企业法人,0.94
5978674,2014,8640,工业,江西,农民专业合作社,自然人,0.71
5982060,2000,1460,商业服务业,湖北,有限责任公司,自然人,0.97
5998699,2007,2520,社区服务,广西,农民专业合作社,企业法人,0.94
5992934,2008,3240,NA,江西,农民专业合作社,企业法人,0.7
5980614,2004,7360,社区服务,湖南,集体所有制企业,企业法人,0.91
5982110,2007,2500,社区服务,广东,NA,自然人,0.53
5994630,NA,5450,工业,福建,股份有限公司,自然人,0.87
5993846,2014,8660,零售业,江西,农民专业合作社,自然人,0.51
5985872,2002,6850,商业服务业,广东,合伙企业,自然人,0.53
5987291,2008,9630,零售业,湖南,股份有限公司,自然人,0.98
5978270,2011,9530,服务业,福建,农民专业合作社,自然人,0.83
5989815,2001,1390,服务业,福建,合伙企业,企业法人,0.95
5989746,2001,9180,工业,湖北,有限责任公司,企业法人,0.76
5978646,2005,2290,商业服务业,广西,有限责任公司,自然人,0.69
5997254,2003,8260,商业服务业,山东,农民专业合作社,自然人,0.9
5986785,2010,2740,服务业,江西,有限责任公司,自然人,0.95
5981591,2007,7450,工业,福建,股份有限公司,企业法人,0.72
5980922,2003,600,工业,山东,有限责任公司,自然人,0.91
5989954,2000,5750,零售业,山东,农民专业合作社,企业法人,0.89
5992997,2011,3220,工业,福建,农民专业合作社,企业法人,NA
5990968,2004,6680,交通运输业,NA,集体所有制企业,企业法人,0.83
5993764,2002,5630,社区服务,广西,农民专业合作社,企业法人,0.79
5999277,2009,6770,服务业,江西,股份有限公司,自然人,0.91
5996543,2001,1190,商业服务业,福建,有限责任公司,自然人,0.81
5983308,2012,2950,服务业,广东,农民专业合作社,自然人,0.6
5988919,2008,3940,交通运输业,广东,农民专业合作社,自然人,0.58
5986783,2000,7610,商业服务业,福建,集体所有制企业,自然人,0.56
5986443,2008,8100,商业服务业,广西,股份有限公司,企业法人,0.81
5994851,2001,6210,工业,山东,农民专业合作社,企业法人,0.8
5983314,2003,9090,社区服务,江西,有限责任公司,企业法人,0.81
5988554,2014,5840,社区服务,福建,股份有限公司,企业法人,0.74
5989284,2011,9700,工业,福建,有限责任公司,自然人,0.63
5998422,2014,4600,商业服务业,湖北,合伙企业,企业法人,0.86
5988019,2012,6960,工业,福建,股份有限公司,企业法人,0.51
5981697,2014,9420,服务业,湖南,集体所有制企业,自然人,0.84
5994503,2012,7590,社区服务,江西,有限责任公司,自然人,0.9
5980767,2006,7230,交通运输业,山东,有限责任公司,自然人,0.63
5990430,2002,8260,工业,广西,集体所有制企业,企业法人,0.8
5987852,2013,2890,交通运输业,广西,集体所有制企业,自然人,0.82
5999818,2014,9950,商业服务业,福建,有限责任公司,自然人,0.83
5988637,2014,200,交通运输业,湖南,有限责任公司,企业法人,0.88
5984811,2004,6360,服务业,福建,集体所有制企业,自然人,0.57
5979564,2009,380,商业服务业,山东,有限责任公司,自然人,0.91
5979363,2007,8110,零售业,广东,集体所有制企业,自然人,0.98
5983980,2006,8440,零售业,湖南,农民专业合作社,企业法人,0.96
5992221,2005,6050,商业服务业,山东,集体所有制企业,企业法人,0.87
5988997,2014,750,社区服务,江西,股份有限公司,企业法人,0.67
5981963,2001,500,交通运输业,广西,农民专业合作社,企业法人,0.98
5984581,2008,530,零售业,山东,有限责任公司,自然人,0.97
5994061,2001,3240,交通运输业,福建,股份有限公司,自然人,0.61
5988573,2005,2340,NA,湖北,集体所有制企业,企业法人,0.8
5979906,2014,2070,服务业,福建,集体所有制企业,自然人,0.99
5992709,2004,9880,商业服务业,广西,集体所有制企业,自然人,0.72
5984908,2004,4830,零售业,江西,股份有限公司,企业法人,0.53
5989316,2001,3620,工业,湖南,集体所有制企业,自然人,0.7
5998789,2002,3980,商业服务业,江西,集体所有制企业,企业法人,0.82
5995874,2002,6850,商业服务业,湖南,有限责任公司,自然人,NA
5981633,2013,7800,NA,江西,合伙企业,自然人,0.95
5994042,2011,1880,零售业,广西,有限责任公司,自然人,0.87
5979131,2011,1160,交通运输业,广西,合伙企业,自然人,0.85
5986851,2002,600,社区服务,江西,集体所有制企业,自然人,0.81
5985118,2010,2760,服务业,湖南,有限责任公司,自然人,0.58
5981629,2013,7090,商业服务业,湖北,农民专业合作社,自然人,0.53
5995933,2011,8320,交通运输业,湖南,合伙企业,自然人,0.94
5987466,2014,2800,社区服务,广东,股份有限公司,自然人,0.87
5989540,2009,4400,零售业,山东,有限责任公司,企业法人,0.53
5993634,2009,6270,商业服务业,江西,股份有限公司,自然人,0.72
5995854,2002,3520,零售业,广东,集体所有制企业,企业法人,0.78
5994935,2009,8760,社区服务,广东,集体所有制企业,企业法人,0.76
5986444,2013,1320,工业,湖北,农民专业合作社,企业法人,0.96
5993164,2012,1220,商业服务业,广西,股份有限公司,企业法人,0.71
5996237,2014,4570,社区服务,江西,有限责任公司,自然人,0.9
5984704,2003,6370,商业服务业,湖南,有限责任公司,企业法人,0.57
5998212,2010,5370,工业,广东,集体所有制企业,企业法人,0.82
5995572,2008,2300,工业,福建,有限责任公司,企业法人,0.76
5996127,2009,7110,交通运输业,福建,集体所有制企业,企业法人,0.82
5998676,2009,7120,零售业,山东,有限责任公司,企业法人,0.79
5980754,2012,6090,服务业,湖北,股份有限公司,企业法人,0.93
5999114,2011,7930,工业,湖北,有限责任公司,企业法人,0.58
5990488,2014,1430,服务业,福建,农民专业合作社,自然人,0.6
5978544,2010,570,社区服务,山东,股份有限公司,自然人,0.61
5990930,2013,8400,交通运输业,山东,有限责任公司,自然人,0.85
5997498,2006,5700,商业服务业,江西,集体所有制企业,企业法人,0.97
5990757,2014,7800,服务业,湖北,集体所有制企业,企业法人,0.94
5991881,2009,5690,交通运输业,山东,农民专业合作社,企业法人,0.9
5981214,2011,8130,服务业,湖南,股份有限公司,企业法人,0.89
5991513,2004,8420,交通运输业,广东,股份有限公司,企业法人,0.71
5993269,2001,7340,零售业,广西,集体所有制企业,自然人,0.8
5979216,2009,7410,商业服务业,山东,集体所有制企业,自然人,0.65
5995668,2005,9920,零售业,江西,集体所有制企业,企业法人,0.61
5980856,2008,6750,交通运输业,湖北,合伙企业,企业法人,0.93
5996047,2008,4470,商业服务业,广西,农民专业合作社,企业法人,0.81
5984730,2004,6430,交通运输业,湖北,有限责任公司,企业法人,0.68
5998172,2012,6150,工业,江西,集体所有制企业,自然人,0.55
5992007,2007,1830,商业服务业,湖北,农民专业合作社,自然人,0.63
5981527,2007,2590,服务业,湖南,有限责任公司,自然人,0.54
5999730,2008,600,零售业,广东,农民专业合作社,自然人,0.51
5982222,2002,5270,社区服务,湖南,有限责任公司,自然人,0.85
5982112,2009,9570,零售业,江西,股份有限公司,企业法人,0.66
5992433,2001,8940,工业,福建,有限责任公司,企业法人,0.95
5987000,2013,2350,社区服务,广西,有限责任公司,企业法人,0.57
5993076,2005,8340,工业,湖北,农民专业合作社,企业法人,0.99
5998512,2010,4000,零售业,湖南,集体所有制企业,企业法人,0.73
5978951,2004,5890,商业服务业,江西,农民专业合作社,自然人,0.66
5987926,2009,3340,交通运输业,山东,集体所有制企业,企业法人,0.69
5981065,2011,4910,服务业,江西,有限责任公司,自然人,0.87
5980904,2006,1870,社区服务,江西,集体所有制企业,自然人,0.82
5987742,2002,5450,社区服务,江西,农民专业合作社,企业法人,0.66
5989124,2011,2800,工业,湖北,有限责任公司,企业法人,0.97
5990747,2011,9600,工业,山东,股份有限公司,企业法人,0.56
5996002,2005,3450,商业服务业,广西,股份有限公司,自然人,0.55
5988387,2007,7150,商业服务业,湖北,集体所有制企业,企业法人,0.56
5988018,2013,5430,工业,湖南,合伙企业,企业法人,0.55
5991116,2013,270,工业,广东,农民专业合作社,企业法人,1
5990178,2001,7260,服务业,湖南,股份有限公司,企业法人,0.59
5987573,2006,4970,工业,广西,集体所有制企业,企业法人,0.89
5988550,2010,3560,服务业,江西,有限责任公司,自然人,0.69
5978395,NA,4700,交通运输业,福建,合伙企业,自然人,0.65
5979488,2008,6440,零售业,山东,合伙企业,自然人,0.78
5991638,2000,4510,零售业,湖南,有限责任公司,企业法人,0.91
5984986,2010,7030,社区服务,福建,集体所有制企业,企业法人,0.52
5979213,2009,2080,服务业,广东,农民专业合作社,自然人,0.62
5987126,2011,370,交通运输业,湖北,合伙企业,企业法人,0.64
5985393,2003,2010,服务业,湖北,有限责任公司,企业法人,0.66
5986374,2001,4270,工业,山东,合伙企业,企业法人,0.55
5994517,2004,7470,社区服务,广东,有限责任公司,自然人,0.84
5984098,2013,3620,零售业,广西,股份有限公司,自然人,0.93
5978067,2013,2640,工业,广西,股份有限公司,企业法人,0.96
5980640,2014,5330,商业服务业,湖南,有限责任公司,企业法人,0.78
5981448,2003,780,服务业,湖北,集体所有制企业,自然人,0.52
5990600,2007,9840,工业,福建,股份有限公司,自然人,0.94
5985203,2009,990,社区服务,江西,合伙企业,自然人,0.79
5982731,2005,1060,交通运输业,广西,合伙企业,企业法人,0.6
5998019,2012,1750,服务业,广西,集体所有制企业,自然人,0.58
5979040,2005,5960,交通运输业,湖北,集体所有制企业,企业法人,0.9
5995995,2011,9090,交通运输业,广东,集体所有制企业,企业法人,0.62
5987032,2010,6710,零售业,山东,有限责任公司,自然人,0.57
5991506,2011,1820,商业服务业,广西,集体所有制企业,自然人,0.96
5997479,2009,4740,社区服务,山东,股份有限公司,企业法人,0.71
5980441,2001,9500,交通运输业,山东,股份有限公司,自然人,0.93
5980543,2008,1290,社区服务,湖南,农民专业合作社,自然人,0.84
5981429,2000,9050,商业服务业,福建,合伙企业,自然人,1
5978651,2012,2420,零售业,广东,有限责任公司,自然人,0.85
5982648,2011,5650,零售业,湖北,合伙企业,企业法人,0.66
5984925,2014,3160,社区服务,湖北,股份有限公司,自然人,0.59
5987846,2002,2330,服务业,江西,集体所有制企业,自然人,0.96
5982510,2009,2550,商业服务业,湖北,集体所有制企业,企业法人,0.94
5990198,2001,1200,社区服务,江西,合伙企业,企业法人,0.73
5984947,2011,2140,服务业,湖北,有限责任公司,企业法人,0.69
5990788,2013,9100,服务业,广东,有限责任公司,自然人,0.58
5983838,2008,3950,商业服务业,广西,有限责任公司,自然人,0.52
5991885,2003,2750,社区服务,广西,有限责任公司,企业法人,0.96
5985022,2010,330,工业,广西,集体所有制企业,自然人,0.6
5985714,2007,1550,商业服务业,湖北,合伙企业,企业法人,0.94
5993890,2011,7100,商业服务业,山东,合伙企业,企业法人,0.98
5994153,2001,1390,工业,江西,农民专业合作社,自然人,0.51
5992671,2008,420,服务业,湖南,有限责任公司,企业法人,0.83
5996611,2007,1870,服务业,湖南,合伙企业,自然人,0.58
5992941,2004,7100,商业服务业,福建,农民专业合作社,NA,0.85
5986014,2014,410,商业服务业,山东,股份有限公司,自然人,0.53
5992223,2007,1840,社区服务,湖南,集体所有制企业,自然人,0.8
5999100,2004,6950,社区服务,福建,集体所有制企业,自然人,0.9
5989246,2009,710,零售业,山东,农民专业合作社,企业法人,0.78
5983237,2008,410,服务业,福建,集体所有制企业,企业法人,0.64
5984022,2013,1620,商业服务业,山东,股份有限公司,企业法人,0.63
5979791,2014,880,服务业,湖北,集体所有制企业,自然人,0.89
5991879,2006,9330,交通运输业,广西,股份有限公司,自然人,0.62
5979308,2002,2470,零售业,福建,集体所有制企业,企业法人,0.73
5998391,2002,480,工业,湖南,集体所有制企业,企业法人,0.62
5993266,2004,6430,商业服务业,山东,股份有限公司,自然人,0.69
5996172,2007,9470,服务业,湖北,集体所有制企业,自然人,0.98
5989510,2001,9390,商业服务业,福建,NA,企业法人,0.79
5989913,2011,1880,工业,广西,有限责任公司,自然人,0.82
5980652,2009,2140,服务业,江西,农民专业合作社,企业法人,0.89
5993804,2011,3690,服务业,山东,农民专业合作社,自然人,0.62
5993013,2014,4100,社区服务,福建,有限责任公司,自然人,0.51
5979948,2002,3080,服务业,江西,合伙企业,企业法人,0.82
5990173,2006,4820,服务业,山东,合伙企业,企业法人,0.87
5980551,2002,7300,交通运输业,山东,集体所有制企业,企业法人,0.74
5988151,2010,9370,商业服务业,山东,集体所有制企业,企业法人,0.8
5996000,2013,4840,服务业,广东,农民专业合作社,企业法人,0.73
5981694,2010,2020,商业服务业,湖南,合伙企业,自然人,0.7
5998814,2007,4990,商业服务业,山东,集体所有制企业,自然人,0.86
5991980,2010,9710,社区服务,广西,农民专业合作社,自然人,0.83
5989680,2002,2150,工业,湖北,农民专业合作社,企业法人,0.61
5996833,2001,5650,交通运输业,广东,合伙企业,自然人,0.54
5979173,2014,5160,交通运输业,广西,合伙企业,自然人,0.9
5988884,2009,1080,服务业,广西,合伙企业,企业法人,0.9
5981500,2010,9640,零售业,山东,农民专业合作社,企业法人,0.87
5996551,2009,8190,零售业,湖北,股份有限公司,自然人,0.53
5989736,2014,9570,商业服务业,湖北,有限责任公司,企业法人,0.73
5988193,2014,360,服务业,山东,有限责任公司,自然人,0.82
5992011,2000,9070,社区服务,广西,股份有限公司,自然人,0.97
5981560,2009,5550,服务业,广东,有限责任公司,企业法人,0.83
5982507,2007,4370,交通运输业,广西,集体所有制企业,企业法人,1
5984487,2007,4560,服务业,福建,股份有限公司,企业法人,0.94
5978739,NA,6420,零售业,福建,农民专业合作社,企业法人,0.9
5979817,2011,3420,服务业,湖北,股份有限公司,自然人,0.76
5995865,2013,7830,社区服务,湖南,有限责任公司,自然人,0.85
5982084,2011,2750,交通运输业,山东,有限责任公司,企业法人,0.66
5981485,2014,4970,社区服务,江西,有限责任公司,自然人,0.98
5989141,2004,7570,工业,广西,合伙企业,企业法人,0.92
5980575,2012,6260,零售业,江西,有限责任公司,自然人,0.6
5999814,2012,4830,交通运输业,湖北,集体所有制企业,企业法人,0.93
5979010,2013,9990,工业,湖南,股份有限公司,企业法人,0.56
5986131,2005,2550,社区服务,湖北,合伙企业,企业法人,0.61
5983761,2005,4520,工业,广东,股份有限公司,自然人,0.88
5996325,2011,3700,工业,广西,股份有限公司,自然人,0.75
5991982,2007,3690,工业,福建,集体所有制企业,企业法人,0.91
5999669,2007,6240,服务业,广东,农民专业合作社,企业法人,0.6
5982210,2002,9620,交通运输业,广东,农民专业合作社,企业法人,0.54
5986559,2005,6660,交通运输业,江西,合伙企业,企业法人,0.92
5990899,2009,6620,商业服务业,湖北,集体所有制企业,企业法人,0.82
5996018,2000,130,交通运输业,福建,有限责任公司,企业法人,0.69
5979697,2009,550,工业,江西,合伙企业,自然人,0.6
5990285,2011,8910,交通运输业,山东,集体所有制企业,企业法人,0.85
5985902,2002,1310,零售业,广东,NA,企业法人,0.98
5989376,2007,4580,工业,山东,有限责任公司,自然人,0.64
5978856,2000,5730,社区服务,湖南,农民专业合作社,企业法人,0.76
5984121,2012,6000,工业,山东,有限责任公司,自然人,0.85
5986533,2000,3160,服务业,广西,股份有限公司,企业法人,0.97
5983694,2006,540,零售业,广西,合伙企业,企业法人,0.53
5992058,2013,7200,NA,福建,集体所有制企业,自然人,0.98
5994929,2004,7340,交通运输业,山东,农民专业合作社,自然人,0.68
5991233,2001,430,服务业,湖南,集体所有制企业,企业法人,0.7
5978898,2005,8080,零售业,江西,农民专业合作社,企业法人,0.8
5982221,2002,970,工业,湖北,股份有限公司,企业法人,0.61
5999596,2007,9410,社区服务,福建,有限责任公司,企业法人,0.96
5989883,2004,780,交通运输业,广东,NA,企业法人,0.53
5978376,2013,6180,交通运输业,湖南,集体所有制企业,自然人,0.51
5986415,2001,4600,社区服务,福建,农民专业合作社,自然人,0.77
5990224,2002,4600,社区服务,广西,合伙企业,企业法人,0.7
5983322,2005,6700,商业服务业,山东,合伙企业,企业法人,0.96
5999045,2012,6880,商业服务业,湖北,合伙企业,企业法人,0.68
5995498,2012,1600,服务业,广东,农民专业合作社,企业法人,0.66
5978546,2010,3550,商业服务业,福建,农民专业合作社,自然人,0.88
5989036,2014,690,商业服务业,广东,农民专业合作社,企业法人,0.59
5984763,2005,2030,社区服务,广东,股份有限公司,企业法人,0.59
5994700,2011,2650,工业,湖南,农民专业合作社,自然人,0.7
5986363,2008,6860,工业,福建,集体所有制企业,自然人,0.86
5980066,2012,1250,工业,山东,合伙企业,自然人,0.84
5998896,2000,710,零售业,广东,有限责任公司,自然人,0.84
5987198,2002,8150,交通运输业,NA,NA,自然人,0.61
5989691,2012,7540,服务业,山东,合伙企业,企业法人,0.54
5986283,2004,7260,工业,湖北,集体所有制企业,企业法人,0.88
5978838,2007,290,社区服务,山东,合伙企业,企业法人,0.78
5979504,2007,7040,工业,NA,有限责任公司,企业法人,0.83
5996102,2009,520,社区服务,广东,农民专业合作社,企业法人,0.55
5992813,2004,1130,工业,福建,合伙企业,自然人,0.81
5981948,2010,1260,商业服务业,福建,合伙企业,自然人,0.9
5984512,2007,2370,工业,湖南,合伙企业,企业法人,0.77
5995764,2001,8380,交通运输业,湖北,集体所有制企业,自然人,0.77
5994919,2007,5140,商业服务业,广东,有限责任公司,自然人,0.8
5993750,2000,5800,工业,福建,农民专业合作社,自然人,0.59
5983879,2013,9340,交通运输业,湖北,股份有限公司,自然人,0.63
5991087,2008,6640,社区服务,广东,股份有限公司,自然人,0.84
5982819,2004,4140,工业,广东,农民专业合作社,企业法人,0.81
5999953,2013,3060,零售业,广东,股份有限公司,自然人,0.86
5979058,2002,7910,零售业,湖南,合伙企业,企业法人,0.55
5991492,2001,9560,商业服务业,湖南,集体所有制企业,自然人,0.83
5998543,2009,7680,服务业,山东,有限责任公司,自然人,0.91
5990748,2010,1730,社区服务,湖北,集体所有制企业,企业法人,0.82
5994726,2002,1360,工业,江西,合伙企业,自然人,NA
5993110,2002,7650,零售业,江西,合伙企业,自然人,0.98
5992845,2009,7920,商业服务业,福建,有限责任公司,自然人,0.89
5983981,2002,7530,零售业,山东,农民专业合作社,自然人,0.73
5979967,2002,5940,商业服务业,湖南,合伙企业,自然人,0.74
5994671,2005,8920,交通运输业,湖北,集体所有制企业,企业法人,0.85
5984187,2010,5490,工业,福建,合伙企业,企业法人,0.53
5984340,2013,2370,工业,湖南,股份有限公司,企业法人,0.95
5981378,2001,4610,社区服务,山东,股份有限公司,企业法人,0.54
5984825,2007,660,商业服务业,山东,合伙企业,企业法人,0.55
5986647,2011,5950,零售业,湖南,股份有限公司,企业法人,0.82
5984029,2009,6960,商业服务业,广东,股份有限公司,企业法人,0.59
5980874,2014,8440,社区服务,江西,有限责任公司,自然人,0.6
5983328,2005,7110,交通运输业,湖南,股份有限公司,自然人,0.59
5998890,2002,6100,社区服务,湖北,合伙企业,企业法人,0.83
5987272,2002,8700,交通运输业,湖南,股份有限公司,自然人,0.9
5980074,2014,NA,工业,山东,农民专业合作社,自然人,0.58
5997922,2001,9400,交通运输业,湖北,股份有限公司,企业法人,0.64
5993745,2001,7470,工业,山东,有限责任公司,企业法人,0.58
5979970,2013,4730,零售业,湖南,有限责任公司,自然人,0.59
5991984,2009,7280,零售业,山东,股份有限公司,企业法人,0.74
5987159,2013,9050,交通运输业,福建,有限责任公司,企业法人,0.72
5987894,2014,5280,零售业,江西,股份有限公司,自然人,0.91
5988672,2004,6810,商业服务业,湖南,集体所有制企业,企业法人,0.66
5980164,2003,1870,社区服务,福建,农民专业合作社,企业法人,0.82
5998701,2010,1930,服务业,湖北,有限责任公司,企业法人,0.61
5994268,2002,6490,社区服务,福建,农民专业合作社,自然人,0.74
5984777,2003,8810,社区服务,湖北,合伙企业,自然人,0.84
5980604,2009,4280,零售业,山东,农民专业合作社,自然人,0.95
5989726,NA,5300,交通运输业,山东,股份有限公司,企业法人,0.51
5991808,2000,8810,服务业,NA,集体所有制企业,自然人,0.87
5982184,2012,5650,零售业,湖南,农民专业合作社,企业法人,0.83
5997158,2007,1520,零售业,江西,NA,企业法人,0.98
5992391,2013,4210,零售业,山东,股份有限公司,自然人,NA
5991243,2005,680,服务业,江西,股份有限公司,企业法人,0.53
5999272,2013,7140,零售业,广西,股份有限公司,自然人,0.62
5994332,2001,5390,商业服务业,江西,股份有限公司,企业法人,0.73
5987898,2014,2130,社区服务,山东,股份有限公司,自然人,0.91
5978949,2000,9870,社区服务,江西,合伙企业,自然人,1
5983362,2001,9440,社区服务,福建,股份有限公司,企业法人,0.8
5982479,2012,540,商业服务业,湖南,集体所有制企业,自然人,0.74
5978656,2004,1810,社区服务,湖南,合伙企业,企业法人,1
5983600,2001,2380,商业服务业,湖南,合伙企业,企业法人,0.54
5984031,2002,250,商业服务业,山东,股份有限公司,企业法人,0.79
5979263,2013,2070,零售业,福建,集体所有制企业,企业法人,0.64
5992881,2014,350,服务业,广西,合伙企业,自然人,0.99
5980906,2006,4160,工业,湖北,合伙企业,企业法人,0.9
5989382,2002,160,交通运输业,江西,集体所有制企业,自然人,0.71
5999553,2012,3140,零售业,山东,股份有限公司,自然人,NA
5979675,2007,410,社区服务,福建,农民专业合作社,自然人,1
5998629,2002,570,工业,山东,合伙企业,自然人,0.82
5993219,2012,3690,服务业,湖南,集体所有制企业,企业法人,0.61
5999193,2010,4490,服务业,江西,集体所有制企业,自然人,0.51
5995110,2014,4020,零售业,湖南,集体所有制企业,自然人,0.68
5980860,2011,4790,商业服务业,湖南,有限责任公司,企业法人,0.93
5998013,2002,1050,零售业,福建,有限责任公司,自然人,0.92
5988254,2001,6800,商业服务业,广东,合伙企业,自然人,0.63
5998118,2008,4360,社区服务,福建,有限责任公司,自然人,0.92
5999192,2005,3310,工业,江西,集体所有制企业,自然人,0.72
5981806,2003,8790,工业,江西,有限责任公司,企业法人,0.97
5988039,2012,3090,社区服务,江西,农民专业合作社,自然人,0.96
5986756,2014,4530,零售业,山东,农民专业合作社,企业法人,1
5995028,2006,3590,零售业,广东,农民专业合作社,企业法人,0.77
5997823,2014,9080,交通运输业,广东,股份有限公司,企业法人,0.56
5984152,2012,7390,服务业,山东,农民专业合作社,NA,0.63
5988166,2005,6800,社区服务,湖南,有限责任公司,企业法人,0.67
5986643,2010,7670,NA,广西,农民专业合作社,企业法人,0.94
5980205,2012,6660,零售业,福建,股份有限公司,自然人,0.55
5980615,2003,2690,工业,湖北,有限责任公司,自然人,0.69
5999967,2008,2550,商业服务业,广东,合伙企业,自然人,0.59
5998094,2001,2140,工业,山东,有限责任公司,自然人,1
5999121,2012,8770,工业,福建,农民专业合作社,企业法人,0.52
5978594,2010,2310,服务业,广东,有限责任公司,企业法人,0.77
5987151,2003,8300,工业,NA,农民专业合作社,自然人,0.59
5985956,2009,6280,工业,广西,有限责任公司,企业法人,0.69
5982790,2003,5940,零售业,湖北,股份有限公司,企业法人,0.92
5992196,2004,770,工业,湖北,股份有限公司,自然人,0.62
5978465,2002,2390,服务业,广西,集体所有制企业,企业法人,0.53
5990312,2013,6500,社区服务,广东,股份有限公司,企业法人,0.54
5989636,2012,420,服务业,福建,有限责任公司,自然人,0.96
5979984,2010,5010,服务业,广东,有限责任公司,自然人,0.66
5983000,2009,2000,零售业,湖北,合伙企业,自然人,0.97
5984874,2000,290,交通运输业,广东,农民专业合作社,企业法人,0.54
5996354,2008,4570,交通运输业,广西,有限责任公司,企业法人,0.7
5980828,2008,6010,交通运输业,湖北,集体所有制企业,企业法人,0.8
5984484,2010,4970,商业服务业,江西,有限责任公司,企业法人,0.73
5991006,2007,9310,社区服务,湖南,农民专业合作社,企业法人,0.77
5978519,2004,7010,服务业,湖南,农民专业合作社,企业法人,0.84
5992232,2014,1170,服务业,广东,农民专业合作社,自然人,NA
5997938,2012,8740,工业,湖南,股份有限公司,自然人,0.56
5991020,2013,2240,服务业,湖北,合伙企业,自然人,0.88
5991408,2009,2280,社区服务,广西,NA,自然人,0.87
5983288,2013,1580,零售业,广西,合伙企业,自然人,0.68
5984113,2013,2830,工业,湖北,合伙企业,自然人,0.84
5978666,2003,4140,社区服务,广东,有限责任公司,自然人,0.83
5987479,2009,7590,交通运输业,山东,股份有限公司,企业法人,0.7
5986198,2000,3170,交通运输业,江西,合伙企业,自然人,0.68
5997780,2008,3900,服务业,福建,有限责任公司,企业法人,0.94
5985683,2002,3490,社区服务,广西,农民专业合作社,企业法人,1
5992286,2002,6680,零售业,山东,有限责任公司,NA,0.72
5998451,2001,7930,商业服务业,湖北,农民专业合作社,企业法人,0.83
5981266,2005,2590,交通运输业,福建,合伙企业,自然人,1
5997967,2006,2020,零售业,湖南,集体所有制企业,自然人,0.6
5994578,2014,8940,社区服务,山东,股份有限公司,自然人,0.86
5992787,2008,4500,交通运输业,湖南,集体所有制企业,企业法人,0.55
5978975,2006,5130,零售业,山东,股份有限公司,企业法人,0.81
5997247,2000,7480,交通运输业,江西,股份有限公司,自然人,0.81
