ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
5985201,2016,0,0,0,0,0,0,586.8,35.208
5985202,2016,8550,684,0,0,0,0,0,0
5985203,2016,693,55.44,0,0,0,0,0,0
5985204,2016,0,0,0,0,0,0,667.5,40.05
5985205,2016,0,0,0,0,43444.8,2606.688,0,0
5985207,2016,6780,542.4,0,0,0,0,0,0
5985208,2016,0,0,78802.88,3152.1152,0,0,0,0
5985209,2016,0,0,0,0,0,0,669.6,40.176
5985210,2016,0,0,0,0,39218.4,2353.104,0,0
5985211,2016,0,0,6589.44,263.5776,0,0,0,0
5985212,2016,0,0,0,0,0,0,8659.2,519.552
5985213,2016,5160,412.8,0,0,0,0,0,0
5985214,2016,0,0,0,0,0,0,2839.2,170.352
5985215,2016,0,0,3729.6,149.184,0,0,0,0
5985216,2016,0,0,1058.4,42.336,0,0,0,0
5985217,2016,0,0,0,0,38700,2322,0,0
5985218,2016,280,22.4,0,0,0,0,0,0
5985220,2016,0,0,842.4,33.696,0,0,0,0
5985222,2016,0,0,94089.6,3763.584,0,0,0,0
5985224,2016,12078,966.24,0,0,0,0,0,0
5985225,2016,0,0,0,0,0,0,234,14.04
5985226,2016,0,0,0,NA,23940,1436.4,0,0
5985227,2016,0,0,0,0,41580,2494.8,0,0
5985228,2016,0,0,0,0,423168,25390.08,0,0
5985229,2016,1920,153.6,0,0,0,0,0,0
5985230,2016,0,0,0,0,256476,15388.56,0,0
5985231,2016,NA,0,0,0,12979.2,778.752,0,0
5985232,2016,0,0,2268,90.72,0,0,0,0
5985234,2016,15312,1224.96,0,0,0,0,0,0
5985235,2016,0,0,0,0,0,0,1687.5,101.25
5985236,2016,0,0,5196.16,207.8464,0,0,0,0
5985240,2016,0,0,0,0,0,0,24064,1443.84
5985241,2016,0,0,0,0,0,0,4902.3,294.138
5985242,2016,0,0,0,0,0,0,3229.2,193.752
5985243,2016,1430,114.4,0,0,0,0,0,0
5985244,2016,2376,190.08,0,0,0,0,0,0
5985245,2016,0,0,29881.6,1195.264,0,0,0,0
5985247,2016,0,0,0,0,113817.6,6829.056,0,0
5985248,2016,9640,771.2,0,0,0,0,0,0
5985250,2016,0,0,744.48,29.7792,0,0,0,0
5985251,2016,0,0,16236,649.44,0,0,0,0
5985252,2016,0,0,1294.72,51.7888,0,0,0,0
5985253,2016,2316,185.28,0,0,0,0,0,0
5985254,2016,0,0,0,0,106488,6389.28,0,0
5985257,2016,3250,260,0,0,0,0,0,0
5985258,2016,0,0,0,0,0,0,14040,842.4
5985259,2016,0,0,NA,0,0,0,4510,270.6
5985260,2016,3520,281.6,0,0,0,0,0,0
5985261,2016,0,0,11956,478.24,0,0,0,0
5985262,2016,0,0,0,0,5821.2,349.272,0,0
5985263,2016,0,0,6919.5,276.78,0,0,0,0
5985264,2016,0,0,0,0,47764.8,2865.888,0,0
5985265,2016,0,0,0,0,0,0,433,25.98
5985267,2016,244,19.52,0,NA,0,0,0,0
5985268,2016,0,0,0,0,44582.4,2674.944,0,0
5985270,2016,1569,125.52,0,0,0,0,0,0
5985271,2016,0,0,1758.24,70.3296,0,0,0,0
5985272,2016,0,0,0,0,182509.2,10950.552,0,0
5985273,2016,0,0,0,0,498456,29907.36,0,0
5985275,2016,0,0,0,0,0,0,3033.6,182.016
5985279,2016,0,0,85872.8,3434.912,0,0,0,0
5985281,2016,0,0,0,0,85995,5159.7,0,0
5985282,2016,0,0,0,0,0,0,1200,72
5985283,2016,0,0,599.2,23.968,0,0,0,0
5985284,2016,0,0,0,0,0,0,423,25.38
5985285,2016,0,0,0,0,174037.5,10442.25,0,0
5985286,2016,0,0,0,0,0,0,1688.4,101.304
5985287,2016,0,0,12055.68,482.2272,0,0,0,0
5985288,2016,0,0,0,0,0,0,114,6.84
5985289,2016,0,0,0,0,245548.8,14732.928,0,0
5985290,2016,0,0,0,0,57312,3438.72,0,0
5985294,2016,0,0,0,0,0,0,7735.5,464.13
5985295,2016,0,0,0,0,58608,3516.48,0,0
5985296,2016,0,0,0,0,0,0,729,43.74
5985298,2016,0,0,0,0,0,0,10675.2,640.512
5985300,2016,0,0,0,0,0,0,1614.6,96.876
5985301,2016,0,0,63090,2523.6,0,0,0,0
5985303,2016,0,0,0,0,0,0,68.6,4.116
5985304,2016,0,0,12008.8,480.352,0,0,0,0
5985305,2016,0,0,0,0,75398.4,4523.904,0,0
5985307,2016,0,0,0,0,0,0,3854.4,231.264
5985308,2016,0,0,0,0,84614.4,5076.864,0,0
5985310,2016,0,0,0,0,130780.8,7846.848,0,0
5985312,2016,0,0,0,0,0,0,4374,262.44
5985313,2016,7515,601.2,0,0,0,0,0,0
5985314,2016,2792,223.36,0,0,0,0,0,0
5985315,2016,0,0,5186.72,207.4688,0,0,0,0
5985316,2016,0,0,93106.8,3724.272,0,0,0,NA
5985317,2016,10472,837.76,0,0,0,0,0,0
5985318,2016,0,0,0,0,10054.8,603.288,0,0
5985319,2016,35328,2826.24,0,0,0,0,0,0
5985320,2016,0,0,0,0,0,0,9763.2,585.792
5985321,2016,0,0,0,0,38880,2332.8,0,0
5985322,2016,0,0,0,0,9288,557.28,0,0
5985325,2016,0,0,0,0,0,0,5163.6,309.816
5985330,2016,0,0,0,0,0,0,2360.8,141.648
5985331,2016,0,0,0,0,8013.6,480.816,0,0
5985332,2016,0,0,0,0,11937.6,716.256,0,0
5985333,2016,0,0,0,0,0,0,2962.8,177.768
5985334,2016,0,0,0,0,286934.4,17216.064,0,0
5985335,2016,0,0,17459.2,698.368,0,0,0,0
5985337,2016,0,0,0,NA,3092.4,185.544,0,0
5985339,2016,0,0,10269.6,410.784,0,0,0,0
5985340,2016,0,0,4804.8,192.192,0,0,0,0
5985341,2016,27264,2181.12,0,0,0,0,0,0
5985343,2016,0,0,0,0,11542.5,692.55,0,0
5985344,2016,0,0,27315.2,1092.608,0,0,0,0
5985345,2016,0,0,0,0,18370.8,1102.248,0,0
5985346,2016,0,0,13286.4,531.456,0,0,0,0
5985347,2016,0,0,0,0,0,0,20064,1203.84
5985348,2016,9860,788.8,0,0,0,0,0,0
5985349,2016,33750,2700,0,0,0,0,0,0
5985350,2016,3450,276,0,0,0,0,0,0
5985351,2016,0,0,0,0,0,0,67.2,4.032
5985352,2016,0,0,2071.44,82.8576,0,0,0,0
5985353,2016,0,0,0,0,172368,10342.08,0,0
5985354,2016,0,0,0,0,23349.6,1400.976,0,0
5985355,2016,9100,728,0,0,0,0,0,0
5985362,2016,23720,1897.6,0,0,0,0,0,0
5985363,2016,NA,0,0,0,13932,835.92,0,0
5985364,2016,18744,1499.52,0,0,0,0,0,0
5985365,2016,0,0,0,0,0,0,300.8,NA
5985367,2016,0,0,0,0,725.4,43.524,0,0
5985368,2016,0,0,0,0,0,0,454.5,27.27
5985369,2016,0,0,0,0,0,0,2815.8,168.948
5985370,2016,0,0,0,0,2667.6,160.056,0,0
5985371,2016,2656,212.48,0,0,0,0,0,0
5985372,2016,0,0,0,0,0,0,3805.2,228.312
5985373,2016,0,0,4336.5,173.46,0,0,0,0
5985374,2016,0,0,0,0,0,0,918,55.08
5985375,2016,8895,711.6,0,0,0,0,0,0
5985376,2016,0,0,7318.08,292.7232,0,0,0,0
5985378,2016,0,0,24660.48,986.4192,0,0,NA,0
5985379,2016,0,0,8709.12,348.3648,0,0,0,0
5985380,2016,0,0,0,0,0,0,20072,1204.32
5985382,2016,13020,1041.6,0,0,0,0,0,0
5985383,2016,12720,1017.6,0,0,0,0,0,0
5985384,2016,5320,425.6,0,0,0,0,0,0
5985385,2016,10368,829.44,0,0,0,0,0,0
5985386,2016,0,0,0,0,0,0,324,19.44
5985387,2016,0,0,15104,604.16,0,0,0,0
5985388,2016,0,0,19040,761.6,0,0,0,0
5985390,2016,0,0,0,0,17982,1078.92,0,0
5985391,2016,0,0,3059.2,122.368,0,0,0,0
5985393,2016,0,0,17977.44,719.0976,0,0,0,0
5985394,2016,0,0,0,0,79524,4771.44,0,0
5985395,2016,11220,897.6,0,0,0,0,0,0
5985396,2016,0,0,27144,1085.76,0,0,0,0
5985397,2016,0,0,8872.6,354.904,0,0,0,0
5985398,2016,29440,2355.2,0,0,0,0,0,0
5985399,2016,0,0,4086,163.44,0,0,0,0
5985400,2016,1099,87.92,0,0,0,0,0,0
5985401,2016,0,0,9702,388.08,0,0,0,0
5985403,2016,40656,3252.48,0,0,0,0,0,0
5985405,2016,0,0,0,0,453951,27237.06,0,0
5985407,2016,0,0,0,0,433329,25999.74,0,0
5985408,2016,0,0,2447.28,97.8912,0,0,0,0
5985409,2016,0,0,0,0,129168,7750.08,0,0
5985410,2016,NA,1286.4,0,0,0,0,0,0
5985411,2016,0,0,0,0,61041.6,3662.496,0,0
5985412,2016,0,0,0,0,32608.8,1956.528,0,0
5985413,2016,0,0,0,0,0,0,630,37.8
5985414,2016,0,0,0,0,0,0,1396.8,83.808
5985416,2016,0,0,0,0,231990,13919.4,0,0
5985417,2016,0,0,3974.4,158.976,0,0,0,0
5985418,2016,11484,918.72,0,0,0,0,0,0
5985419,2016,0,0,0,0,0,0,3411.2,204.672
5985420,2016,13120,1049.6,0,0,0,0,0,0
5985421,2016,0,0,8016,320.64,0,0,0,0
5985423,2016,0,0,8256.96,330.2784,0,0,0,0
5985424,2016,0,0,0,0,0,0,1897.5,113.85
5985425,2016,7461,596.88,0,0,0,0,0,0
5985427,2016,0,0,0,0,30780,1846.8,0,0
5985428,2016,0,0,0,0,117826.8,7069.608,0,0
5985429,2016,16524,1321.92,0,0,0,0,0,0
5985430,2016,0,0,1643.52,65.7408,0,0,0,0
5985431,2016,0,0,0,0,8100,486,0,0
5985432,2016,0,0,0,0,0,0,272,16.32
5985433,2016,0,0,0,0,0,0,453.6,27.216
5985434,2016,5391,431.28,0,0,0,0,0,0
5985435,2016,0,0,28697.76,1147.9104,0,0,0,0
5985436,2016,0,0,6678.72,267.1488,0,0,0,0
5985437,2016,0,0,0,0,256302,15378.12,0,0
5985438,2016,0,0,0,0,0,0,16072,964.32
5985439,2016,14256,1140.48,0,0,0,0,0,0
5985440,2016,0,0,0,0,0,0,7254,435.24
5985442,2016,9396,751.68,0,0,0,0,0,0
5985443,2016,0,0,0,0,0,0,912.8,54.768
5985444,2016,3432,274.56,0,0,0,0,0,0
5985445,2016,0,0,0,0,586950,35217,0,0
5985446,2016,8163,653.04,0,0,NA,0,0,0
5985447,2016,18405,1472.4,0,0,0,0,0,0
5985449,2016,0,0,0,0,0,0,1036.8,62.208
5985450,2016,2295,183.6,0,0,0,0,0,0
5985451,2016,NA,0,0,0,69732,4183.92,0,0
5985452,2016,0,0,0,0,0,0,2632,157.92
5985454,2016,0,0,0,0,0,0,2768.5,166.11
5985455,2016,0,0,0,0,0,0,4845.6,290.736
5985457,2016,0,0,0,0,0,0,NA,8.16
5985459,2016,0,0,0,0,35820,2149.2,0,0
5985460,2016,0,0,101193.3,4047.732,0,0,0,0
5985461,2016,NA,494.08,0,0,0,0,0,0
5985465,2016,0,0,5859.84,234.3936,0,0,0,0
5985466,2016,44280,3542.4,0,0,0,0,0,0
5985468,2016,6384,510.72,0,0,0,0,0,0
5985469,2016,0,0,0,0,114811.2,6888.672,0,0
5985470,2016,0,0,0,0,30326.4,1819.584,0,0
5985471,2016,0,0,7383.2,295.328,NA,0,0,0
5985472,2016,0,0,0,0,0,0,9264,555.84
5985473,2016,0,0,9020.16,360.8064,0,0,0,0
5985474,2016,0,0,0,0,0,0,4470,268.2
5985477,2016,0,0,13023.36,520.9344,0,0,0,0
5985479,2016,0,0,0,0,169100.4,10146.024,0,0
5985480,2016,0,0,0,0,53390.4,3203.424,0,0
5985481,2016,0,0,0,0,0,0,201.6,12.096
5985482,2016,0,0,0,0,34020,2041.2,0,0
5985483,2016,22475,1798,0,0,0,0,0,0
5985485,2016,0,0,0,0,275700,16542,0,0
5985486,2016,0,0,30030,1201.2,0,0,0,0
5985487,2016,0,0,0,0,95827.2,5749.632,0,0
5985488,2016,0,0,0,0,267300,16038,0,0
5985489,2016,20790,1663.2,0,0,0,0,0,0
5985490,2016,0,0,44172.8,1766.912,0,0,0,0
5985491,2016,23520,1881.6,0,0,0,0,0,0
5985492,2016,9646,771.68,0,0,0,0,0,0
5985493,2016,0,0,0,0,0,0,382.2,22.932
5985494,2016,NA,0,0,0,572265,34335.9,0,0
5985495,2016,0,0,9360,374.4,0,0,0,0
5985496,2016,300,24,0,0,0,0,0,0
5985498,2016,0,0,3732.48,149.2992,0,0,0,0
5985499,2016,0,0,0,0,75960,4557.6,0,0
5985501,2016,0,0,0,0,0,0,53.7,3.222
5985502,2016,0,0,0,0,274512,16470.72,0,0
5985503,2016,0,0,4492.8,179.712,0,0,0,0
5985504,2016,0,0,0,0,0,0,3888,233.28
5985505,2016,0,0,0,0,12447,746.82,0,0
5985507,2016,9695,775.6,0,0,0,0,0,0
5985508,2016,0,0,0,0,77760,4665.6,0,0
5985509,2016,0,0,0,0,397677.6,23860.656,0,0
5985510,NA,960,76.8,0,0,0,0,0,0
5985511,2016,0,0,16078.5,643.14,0,0,0,0
5985512,2016,945,75.6,0,0,0,0,0,0
5985513,2016,0,0,0,0,44268,2656.08,0,0
5985514,2016,0,0,0,0,0,0,454,27.24
5985515,2016,0,0,4485.6,179.424,0,0,0,0
5985517,2016,0,0,0,0,34272,2056.32,0,0
5985518,2016,0,0,3434.4,137.376,0,0,0,0
5985520,2016,0,0,0,0,0,0,8424,505.44
5985523,2016,0,0,17644.8,705.792,0,0,0,0
5985524,2016,0,0,0,0,79239.6,4754.376,0,0
5985525,2016,9600,768,0,0,0,0,0,0
5985526,2016,0,0,0,0,0,0,1632,97.92
5985527,2016,42960,3436.8,0,0,0,0,0,0
5985530,2016,0,0,0,0,0,0,11556,693.36
5985531,2016,0,0,30202.2,1208.088,0,0,0,0
5985532,2016,8498,679.84,0,0,0,0,0,0
5985533,2016,0,0,NA,763.9296,0,0,0,0
5985534,2016,0,0,2100,84,0,0,0,0
5985536,2016,0,0,0,0,0,0,522,31.32
5985537,2016,12416,993.28,0,0,0,0,0,0
5985538,2016,0,0,0,0,19731.6,1183.896,0,0
5985539,2016,0,0,5990.4,239.616,0,0,0,0
5985540,2016,0,0,0,0,0,0,373.5,22.41
5985541,2016,0,0,0,0,0,0,1400,84
5985542,2016,0,0,528.48,21.1392,0,0,0,0
5985543,2016,8128,650.24,0,0,0,0,0,0
5985544,2016,0,0,0,0,0,0,3072,184.32
5985546,2016,0,0,1882,75.28,0,0,0,0
5985547,2016,0,0,4825.6,193.024,0,0,0,0
5985548,2016,0,0,0,0,0,0,1980,118.8
5985549,2016,3108,248.64,0,0,0,0,0,0
5985550,2016,0,0,0,0,0,0,2032.8,121.968
5985551,2016,5440,435.2,0,0,0,0,0,0
5985552,2016,0,0,NA,0,152064,9123.84,0,0
5985553,2016,0,0,0,0,0,0,9557.6,573.456
5985554,2016,0,0,0,0,29383.2,1762.992,0,NA
5985555,2016,0,0,99136.8,3965.472,0,0,0,0
5985557,2016,0,0,0,0,0,0,3319.8,199.188
5985558,2016,0,0,0,0,0,0,3592,215.52
5985559,2016,0,0,4957.2,198.288,0,0,0,0
5985560,2016,0,0,0,0,0,0,3072,184.32
5985561,2016,0,0,0,0,163804.2,9828.252,0,0
5985562,2016,13500,1080,0,0,0,0,0,0
5985563,2016,0,0,0,0,0,0,2970,178.2
5985564,2016,0,0,20857.2,834.288,0,0,0,0
5985565,2016,0,0,18194.76,727.7904,0,0,0,0
5985566,2016,0,0,0,0,97574.4,5854.464,0,0
5985567,2016,0,0,0,0,27799.2,1667.952,0,0
5985568,2016,0,0,19845,793.8,0,0,0,0
5985569,2016,0,0,0,0,21000,1260,0,0
5985573,2016,0,0,0,0,0,0,4385.7,263.142
5985574,2016,0,0,0,0,8379,502.74,0,0
5985575,2016,17955,1436.4,0,0,0,0,0,0
5985576,2016,8200,656,0,0,0,0,0,0
5985577,2016,0,0,0,0,39283.2,2356.992,0,0
5985578,2016,0,0,0,0,444744,26684.64,0,0
5985579,2016,0,0,67914.88,2716.5952,0,0,0,0
5985580,2016,0,0,NA,0,23688,1421.28,0,0
5985581,2016,0,0,956.8,38.272,0,0,0,0
5985583,2016,1100,88,0,0,0,0,0,0
5985584,2016,0,0,0,0,0,0,3330,199.8
5985585,2016,0,0,0,0,233856,14031.36,0,0
5985586,2016,3605,288.4,0,NA,0,0,0,0
5985587,2016,36600,2928,0,0,0,0,0,0
5985588,2016,0,0,0,0,62172,3730.32,0,0
5985589,2016,31185,2494.8,0,0,0,0,0,0
5985590,2016,5004,400.32,0,0,0,NA,0,0
5985592,2016,0,0,15993.6,639.744,0,0,0,0
5985593,2016,7875,630,0,0,0,0,0,0
5985594,2016,7664,613.12,0,0,0,0,0,0
5985596,2016,0,0,0,0,0,0,1776.5,106.59
5985597,2016,0,0,11664,466.56,0,0,0,0
5985598,2016,0,0,376.32,15.0528,0,0,0,0
5985599,2016,4902,392.16,0,0,0,0,0,0
5985600,2016,0,NA,0,0,0,0,1736,104.16
5985601,2016,0,0,0,0,143220,8593.2,0,0
5985602,2016,5330,426.4,0,0,0,0,0,0
5985603,2016,0,0,10987.2,439.488,0,0,0,0
5985604,2016,0,0,32346,1293.84,0,0,0,0
5985605,2016,3066,245.28,0,0,0,0,0,0
5985606,2016,0,0,9740.16,389.6064,0,0,0,0
5985607,2016,111,8.88,0,0,0,0,0,0
5985608,2016,0,0,0,0,29736,1784.16,0,0
5985609,2016,0,0,0,0,81085.5,4865.13,0,0
5985610,2016,0,0,0,0,0,0,1161.6,69.696
5985613,2016,0,0,0,0,92106,5526.36,0,0
5985614,2016,0,0,0,0,84067.2,5044.032,0,0
5985615,2016,0,0,0,0,136041.6,8162.496,0,0
5985616,2016,0,0,0,0,9477,568.62,0,0
5985617,2016,0,0,0,0,12721.5,763.29,NA,0
5985618,2016,0,0,0,0,0,0,2268,136.08
5985620,2016,0,0,928.24,37.1296,0,0,0,0
5985621,2016,0,NA,0,0,21264,1275.84,0,0
5985622,2016,0,0,0,0,0,0,NA,456.75
5985623,2016,0,0,0,0,108216,6492.96,0,0
5985624,2016,0,0,0,0,13622.4,817.344,0,0
5985626,2016,648,51.84,0,0,0,0,0,0
5985627,2016,0,0,594,23.76,0,0,0,0
5985628,2016,0,0,0,0,103275,6196.5,0,0
5985631,2016,0,0,19555.2,782.208,0,0,0,0
5985632,2016,0,0,0,0,0,0,661.6,39.696
5985633,2016,0,0,3564,142.56,0,0,0,0
5985636,2016,0,0,0,0,37818,2269.08,0,0
5985637,2016,0,0,30528,1221.12,0,0,0,0
5985638,2016,0,0,13248,529.92,0,0,0,0
5985639,NA,0,0,0,0,0,0,3667.2,220.032
5985640,2016,0,0,0,0,694.8,41.688,0,0
5985641,2016,0,0,0,0,72414,4344.84,0,0
5985642,2016,0,0,0,0,0,0,2725.2,163.512
5985644,2016,6244,499.52,0,0,0,0,0,0
5985646,2016,0,0,0,0,0,0,492.6,29.556
5985647,2016,0,0,10909.08,436.3632,0,0,0,0
5985648,2016,0,0,0,0,48048,2882.88,0,0
5985649,2016,0,0,0,0,79500,4770,0,0
5985650,2016,0,0,0,0,0,0,1140,68.4
5985651,2016,55770,4461.6,0,0,0,0,0,0
5985652,2016,0,0,0,0,0,0,1512,90.72
5985653,2016,0,0,0,0,0,0,30000,1800
5985654,2016,0,0,64064,2562.56,0,0,0,0
5985656,2016,0,0,791.04,31.6416,0,0,0,0
5985657,2016,0,0,0,0,0,0,5983.2,358.992
5985658,2016,18528,1482.24,0,0,0,0,0,0
5985660,2016,8880,710.4,0,0,0,0,0,0
5985662,2016,0,0,32640,1305.6,0,0,0,0
5985664,2016,0,0,2385.6,95.424,0,0,0,0
5985666,2016,0,0,732,29.28,0,0,0,0
5985667,2016,3420,273.6,0,0,0,0,0,0
5985669,2016,0,0,0,0,0,0,2997,179.82
5985670,2016,0,0,0,0,269100,16146,0,0
5985672,2016,4221,337.68,0,0,0,0,0,0
5985673,2016,0,0,0,0,52095.6,3125.736,0,0
5985674,2016,0,0,0,0,0,0,5537,332.22
5985675,2016,0,0,0,0,0,0,18009.6,1080.576
5985676,2016,0,0,2349.6,93.984,0,0,0,0
5985677,2016,0,0,0,NA,52185.6,3131.136,0,0
5985680,2016,0,0,46379.52,1855.1808,0,0,0,0
5985681,2016,4340,347.2,0,0,0,0,0,0
5985682,2016,0,0,10877.28,435.0912,0,0,0,0
5985683,2016,0,0,0,0,228664.8,13719.888,0,0
5985684,2016,0,0,0,0,0,0,8255,495.3
5985685,2016,0,0,0,0,0,0,13456,807.36
5985687,2016,6024,481.92,0,0,0,0,0,0
5985689,2016,0,0,66.6,2.664,0,0,0,0
5985690,2016,0,0,0,0,297528,17851.68,0,0
5985691,2016,0,0,0,0,213926.4,12835.584,0,0
5985692,2016,0,0,2724,108.96,0,0,0,0
5985694,2016,0,0,0,0,0,0,3091.2,185.472
5985695,2016,0,0,0,0,0,0,2328,139.68
5985696,2016,0,0,0,0,0,0,2322,139.32
5985697,2016,0,0,28339.2,1133.568,0,0,0,0
5985698,2016,9340,747.2,0,0,0,0,0,0
5985699,2016,0,0,74713.6,2988.544,0,0,0,0
5985700,2016,35904,2872.32,0,0,0,0,0,0
5985701,2016,0,0,0,0,0,0,2872.8,172.368
5985703,2016,0,0,0,0,19286.4,1157.184,0,0
5985704,2016,0,0,0,0,4065.6,243.936,0,0
5985706,2016,0,0,0,0,0,0,470,28.2
5985707,2016,0,0,7050.24,282.0096,0,0,0,0
5985709,2016,19866,1589.28,0,0,0,0,0,0
5985710,2016,0,0,0,0,0,0,468,28.08
5985711,2016,13932,1114.56,0,0,0,0,0,0
5985713,2016,0,0,9525.6,381.024,0,0,0,0
5985714,2016,0,0,0,0,0,0,2790,167.4
5985719,2016,33408,2672.64,0,0,0,0,0,0
5985721,2016,0,0,0,0,0,0,11788,707.28
5985722,2016,0,0,6534,261.36,0,0,0,0
5985723,2016,0,0,0,0,0,0,24,1.44
5985724,2016,0,0,557.28,22.2912,0,0,0,0
5985725,2016,0,0,15720,628.8,0,0,0,0
5985727,2016,0,0,0,0,0,0,312,18.72
5985729,2016,0,0,0,0,66780,4006.8,0,0
5985730,2016,4004,320.32,0,0,0,0,0,0
5985732,2016,0,0,0,0,0,0,2682,160.92
5985733,2016,0,0,0,0,0,0,817,49.02
5985734,2016,2700,216,0,0,0,0,0,0
5985735,2016,3360,268.8,NA,0,0,0,0,0
5985736,2016,0,0,1440,57.6,0,0,0,0
5985738,2016,0,0,3837.6,153.504,0,0,0,0
5985739,2016,2448,195.84,0,0,0,0,0,0
5985740,2016,0,0,499.84,19.9936,0,0,0,0
5985741,2016,9480,758.4,0,0,0,0,0,0
5985742,2016,0,0,104217.6,4168.704,0,0,0,0
5985743,2016,0,0,2676,107.04,0,0,0,0
5985744,2016,880,70.4,0,0,0,0,0,0
5985746,2016,0,0,0,0,0,0,3024,181.44
5985747,2016,0,0,0,0,0,0,213.3,12.798
5985748,2016,0,0,0,0,0,0,944,56.64
5985749,2016,0,0,4464,178.56,0,0,0,0
5985750,2016,17720,1417.6,0,0,0,0,0,0
5985751,2016,0,0,2363.04,94.5216,0,0,0,0
5985753,2016,0,0,0,0,25515,1530.9,0,0
5985754,2016,1276,102.08,0,0,0,0,0,0
5985755,2016,0,0,0,0,565656,33939.36,0,0
5985756,2016,8340,667.2,0,0,0,0,0,0
5985757,2016,0,0,0,0,0,0,1446,86.76
5985758,2016,1704,136.32,0,0,0,0,0,0
5985759,2016,10556,844.48,0,0,0,0,0,0
5985760,2016,4528,362.24,0,0,0,0,0,0
5985761,2016,7330,586.4,0,0,0,0,0,0
5985762,2016,0,0,0,0,0,0,2284,137.04
5985763,2016,0,0,NA,0,0,0,910.4,54.624
5985764,2016,11865,949.2,0,0,0,0,0,0
5985765,2016,0,0,0,0,0,0,1188,71.28
5985766,2016,0,0,4059.6,162.384,0,0,0,0
5985767,2016,0,0,5832.96,233.3184,0,0,0,0
5985768,2016,0,0,0,0,10785.6,647.136,0,0
5985769,2016,0,0,0,0,250840.8,15050.448,0,0
5985770,2016,35460,2836.8,0,0,0,0,0,0
5985771,2016,0,0,81324,3252.96,0,0,0,0
5985772,2016,0,0,0,0,15165,NA,0,0
5985773,2016,0,0,0,0,0,0,4721.6,283.296
5985774,2016,21152,1692.16,0,0,NA,0,0,0
5985775,2016,0,0,0,0,0,0,1878,112.68
5985776,2016,0,0,510,20.4,0,0,0,0
5985777,2016,NA,92.16,0,0,0,0,0,0
5985778,2016,32340,2587.2,0,0,0,0,0,0
5985779,2016,0,0,2083.2,83.328,0,0,0,0
5985780,2016,0,0,8015.6,320.624,0,0,0,0
5985781,2016,3296,263.68,0,NA,0,0,0,0
5985782,2016,0,0,0,0,57750,3465,0,0
5985783,2016,0,0,0,0,12780,766.8,0,0
5985784,2016,0,0,0,0,0,0,3750.4,225.024
5985787,2016,0,0,0,0,0,0,1100,66
5985788,2016,0,0,0,0,138583.5,8315.01,0,0
5985789,2016,0,0,12280.32,491.2128,0,0,0,0
5985790,2016,23100,1848,0,0,0,0,0,0
5985791,2016,0,0,25855.2,1034.208,0,0,NA,0
5985792,2016,0,0,0,0,98415,5904.9,0,0
5985793,2016,0,0,0,0,0,0,8192,491.52
5985794,2016,5880,470.4,0,0,0,0,0,0
5985795,2016,0,0,0,0,0,0,2538,152.28
5985797,2016,13500,1080,0,0,0,0,0,0
5985798,2016,0,0,0,0,11707.2,702.432,0,0
5985799,2016,0,0,0,0,0,0,1698,101.88
5985800,2016,0,0,0,0,10951.2,657.072,0,0
5985801,2016,0,0,0,0,0,0,5856,351.36
5985802,2016,0,0,0,0,111628.8,6697.728,0,0
5985803,2016,0,0,1099,43.96,0,0,0,0
5985804,2016,0,0,0,0,0,0,3380,202.8
5985805,2016,0,0,0,0,412896,24773.76,0,0
5985807,2016,0,0,0,0,63201.6,3792.096,0,0
5985809,2016,5760,460.8,0,0,0,0,0,0
5985810,2016,0,0,0,0,1841.4,110.484,0,0
5985812,2016,0,0,0,0,0,0,11340,680.4
5985813,2016,0,0,0,0,0,0,5229,313.74
5985814,2016,11460,916.8,0,0,0,0,0,0
5985815,2016,0,0,0,0,0,0,20452.5,1227.15
5985816,2016,0,0,1215.72,48.6288,0,0,0,0
5985818,2016,0,0,5838,233.52,0,0,0,0
5985819,2016,8880,710.4,0,0,0,0,0,0
5985820,2016,0,0,36172.8,1446.912,0,0,0,0
5985821,2016,0,0,0,0,116667,7000.02,0,0
5985822,2016,0,0,0,0,184881.6,11092.896,0,0
5985823,2016,0,0,0,0,0,0,3806,228.36
5985824,2016,0,0,0,0,0,0,608,36.48
5985825,2016,0,0,0,0,63597.6,3815.856,0,0
5985826,2016,0,0,4608,184.32,0,0,0,0
5985827,2016,0,0,16343.04,653.7216,0,0,0,0
5985829,2016,0,0,1127.28,45.0912,0,0,0,0
5985830,2016,0,0,0,0,0,0,4848,290.88
5985831,2016,0,0,0,0,28800,1728,0,0
5985833,2016,0,0,0,0,0,0,844.8,50.688
5985835,2016,0,0,0,0,0,0,374.4,22.464
5985836,2016,27753,2220.24,0,0,0,0,0,0
5985837,2016,4920,393.6,0,0,0,0,0,0
5985838,2016,NA,0,0,0,4386,263.16,0,0
5985839,2016,0,0,0,NA,0,0,952.8,57.168
5985840,2016,0,0,20471.4,818.856,0,0,0,0
5985841,2016,0,0,0,0,115948.8,6956.928,0,0
5985842,2016,0,0,0,0,0,0,1452,87.12
5985844,2016,0,0,0,0,159408,9564.48,0,0
5985846,2016,0,0,0,0,0,0,632.5,37.95
5985847,2016,6144,491.52,0,0,0,0,0,0
5985849,2016,0,0,3316.8,132.672,0,0,0,0
